Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL,List_URL
Don't Look Now,1973,Nicolas Roeg,"['Julie Christie', 'Donald Sutherland', 'Hilary Mason', 'Massimo Serato', 'Clelia Matania', 'Renato Scarpa', 'Giorgio Trestini', 'Leopoldo Trieste', 'David Tree', 'Ann Rye', 'Nicholas Salter', 'Sharon Williams', 'Bruno Cattaneo', 'Adelina Poerio']",3.8,nan,"['Drama', 'Thriller', 'Horror']",110,"['Italy', 'UK']",English,"['English', 'Italian']","['Eldorado Films', 'Casey Productions']",126016,63731,31818,708,273,698,759,2944,4097,12082,15977,23908,10859,10449,82046,https://letterboxd.com/film/dont-look-now/,https://letterboxd.com//fcbarcelona/list/movies-everyone-should-watch-at-least-once/page/7/
The Castle,1997,Rob Sitch,"['Michael Caton', 'Anne Tenney', 'Stephen Curry', 'Anthony Simcoe', 'Sophie Lee', 'Wayne Hope', 'Tiriel Mora', 'Eric Bana', 'Charles Tingwell', 'Robyn Nevin', 'Costas Kilias', 'Bryan Dawe', 'Monty Maizels', 'Lynda Gibson', 'John Benton', 'Laurie Dobson', 'John Lee', 'Stephanie Daniel', 'John Flaus', 'Les Toth', 'Erik Donnison', 'Roger Neave', 'Anthony Evans', 'Robin Miller', 'Julie Kulpinski', 'Sam Gleisner', 'Sebastiano Liotta', 'Josie Noviello', 'Lynda Keane', 'Marilyn Chestnut', 'Julian Scarff', 'Marie-Therese Byrne', ""Clare O'Sullivan"", 'Warwick Begg', 'Maria Theodorakis', 'John Evans', 'Michael Roland', 'Matthew Giordanella', 'Larry Emdur', 'Ian Ross', 'Tony Martin']",3.8,nan,"['Comedy', 'Drama']",85,['Australia'],English,['English'],"['Working Dog', 'Village Roadshow Entertainment']",20145,6158,5273,211,31,58,67,244,364,1573,2406,3922,1335,1952,11952,https://letterboxd.com/film/the-castle-1997/,https://letterboxd.com//fcbarcelona/list/movies-everyone-should-watch-at-least-once/page/7/
Kids,1995,Larry Clark,"['Leo Fitzpatrick', 'Justin Pierce', 'Chloë Sevigny', 'Rosario Dawson', 'Yakira Peguero', 'Atabey Rodriguez', 'Harold Hunter', 'Jon Abrahams', 'Sajan Bhagat', 'Sarah Henderson', 'Joseph Chan', 'Johnathan Staci Kim', 'Adriane Brown', 'Billy Valdes', 'Billy Waldeman', 'Javier Nunez', 'Luis Nunez', 'Christian Bruna', 'Alex Glen', 'Julia Mendoza', 'Gillian Goldstein', 'Priscilla Forsyth', 'Carisa Glucksman', 'Francine Fuertes', 'Deborah Draper', 'Billy Solomon', 'Johanna Ignatov', 'Raymond Batista', 'Julie Stebe-Glorius', 'Christiana Stebe-Glorius', 'Dr. Henry', 'Hamilton Harris', 'Jeff Pang', 'Giovanni Estevez', 'Karyn Grupski', 'Mike Hernandez', 'Peter Bici', 'Ryan Sikorski', 'Jim Gordy', 'Louie Louie', 'John Perez', 'Rich Arbitelle', 'Nuri Bell', 'Medwin Pang', 'Jamie Story', 'Jeff Simmons', 'Jam', 'Daniel Phillips', 'Jamal Simmons', 'Thierry Oddo', 'Ronald Hunter', 'Frank Natiello', 'John Carter', 'John Dean', 'Jimmy Lalputan', 'Tony Morales', 'Walter Youngblood', 'Ellsworth Davis', 'Joseph Knopfelmacher', 'Michele Lockwood', 'Yancy Scot Schwartz', 'Sydney Prawatyotin', 'Carl Ly-Min', 'Harmony Korine', 'Darice Liguidi', 'Beth Weinstein', 'Jason Inconstanti', 'Alexandra Karabell', 'Zulaika Velazquez', 'Nick Lockman', 'Joey Alvarez', 'Gerry Smith', 'Lavar McBride', 'Julie Ho', 'Lila Lee', 'Regina Mei', 'Amy Moy', 'Lisa Acevedo', 'Corinne Deleon', 'Susan Wood', 'Alan Wise']",3.5,nan,"['Drama', 'Crime']",91,['USA'],English,['English'],"['Independent Pictures', 'Killer Films', 'Guys Upstairs']",193842,38345,44025,1800,1850,2614,1936,6378,6858,21222,21516,29879,8510,12566,113329,https://letterboxd.com/film/kids/,https://letterboxd.com//fcbarcelona/list/movies-everyone-should-watch-at-least-once/page/7/
Arrival,2016,Denis Villeneuve,"['Amy Adams', 'Jeremy Renner', 'Forest Whitaker', 'Michael Stuhlbarg', 'Tzi Ma', ""Mark O'Brien"", 'Julia Scarlett Dan', 'Abigail Pniowsky', 'Jadyn Malone', 'Carmela Nozza Guizzo', 'Andrew Shaver', 'Shawn Campbell', 'Larry Day', 'Pat Kiely', 'Frank Schorpion', 'Lucas Chartier-Dessert', 'Lucy Van Oldenbarneveld', 'Sonia Vigneault', 'Mark Camacho', 'Sabrina Reeves', 'Russell Yuen', 'Julian Casey', 'Tony Robinow', 'Anana Rydvald', 'Ruth Chiang', 'Sergiy Marchenko', 'Brittany Teo', 'Christian Jadah', 'Joe Cobden', 'Lorne Brass', 'Genevieve Sirois', 'Abdul Ayoola', 'Bineyam Girma', 'Abdelghafour Elaaziz', 'Daniel Esteban', 'Hal Roberts', 'Matthew Willson', 'Victor Andres Trelles Turgeon', 'Michael Nangreaves', 'Robert D. Morais', 'Mustafa Haidari', 'Albert Kwan', 'Reda Guerinik', 'Adrien Benn', 'Sasha Samar', 'Kathleen Stavert', 'Kattia Thony', 'Leisa Reid', 'Brent Skagford', 'Gurdeep Ahluwalia', 'Brian Dunstan', 'Dan Duran', 'Lori Graham', 'Orla Johannes', 'Sangita Patel', 'Tammie Sutherland', 'Max Walker', 'John Sanford Moore', 'Camille Ross', 'Ola Sturik', 'Karen Belfo', 'Chloë Bellande', 'Philippe Hartmann', 'Laurean Adrian Parau', 'Nathaly Thibault', 'Leslie Baker', 'Alex M. Yeuh', 'Dave Campbell', 'Alexander Da Mota', 'Akul Dang', 'Frank Fiola']",4.11,nan,"['Science Fiction', 'Mystery', 'Drama']",116,['USA'],English,"['English', 'Chinese', 'Russian']","['FilmNation Entertainment', 'Lava Bear', '21 Laps Entertainment']",1944844,255925,722863,37000,2134,7383,4038,30112,24639,135699,138674,395339,217096,333986,1289100,https://letterboxd.com/film/arrival-2016/,https://letterboxd.com//fcbarcelona/list/movies-everyone-should-watch-at-least-once/page/7/
Perfect Blue,1997,Satoshi Kon,"['Junko Iwao', 'Rica Matsumoto', 'Shiho Niiyama', 'Masaaki Okura', 'Shinpachi Tsuji', 'Emiko Furukawa', 'Yosuke Akimoto', 'Yoku Shioya', 'Hideyuki Hori', 'Emi Shinohara', 'Masashi Ebara', 'Kiyoyuki Yanada', 'Toru Furusawa', 'Teiya Ichiryusai', 'Shin-ichiro Miki', 'Megumi Tano', 'Emi Motoi', 'Akio Suyama', 'Osamu Hosoi', 'Koichi Tochika', 'Soichiro Hoshi', 'Kisho Taniyama', 'Shokkâ Ôno', 'Rofuto Purasu Wan Burazâzu', 'Makoto Kitano', 'Kaori Minami', 'Jin Yamanoi', 'Takashi Nagasako']",4.4,nan,"['Thriller', 'Animation']",82,['Japan'],Japanese,['Japanese'],"['Madhouse', 'Rex Entertainment', 'Kotobuki Seihan Printing', 'Asahi Broadcasting Corporation', 'Fangs Co.']",690954,178933,314685,30000,562,931,671,3066,4120,20328,36810,129871,109439,196326,502124,https://letterboxd.com/film/perfect-blue/,https://letterboxd.com//fcbarcelona/list/movies-everyone-should-watch-at-least-once/page/7/
Dirty Dancing,1987,Emile Ardolino,"['Jennifer Grey', 'Patrick Swayze', 'Jerry Orbach', 'Cynthia Rhodes', 'Jack Weston', 'Jane Brucker', 'Kelly Bishop', 'Lonny Price', 'Max Cantor', ""Charles 'Honi' Coles"", 'Neal Jones', ""'Cousin Brucie' Morrow"", 'Wayne Knight', 'Paula Trueman', 'Alvin Myerovich', 'Miranda Garrison', 'Garry Goodrow', 'Antone Pagán', 'Thomas Cannold', 'M.R. Fletcher', 'Jesus Fuentes', 'Heather Lea Gerdes', 'Karen Getz', 'Andrew Charles Koch', 'D.A. Pauley', 'Dorian Sanchez', 'Jennifer Stahl', 'Jonathan Barnes', 'Dwyght Bryan', 'Tom Drake', 'John Gotz', 'Dwayne Malphus', 'Clifford Watkins', 'Emile Ardolino', 'Darren W. Conrad', 'Cole Russing']",3.63,nan,"['Drama', 'Romance', 'Music']",100,['USA'],English,['English'],"['Great American Films Limited Partnership', 'Vestron Pictures']",686019,90403,157566,10000,1300,3744,3207,15613,17925,67517,60039,85959,22924,62278,340506,https://letterboxd.com/film/dirty-dancing/,https://letterboxd.com//fcbarcelona/list/movies-everyone-should-watch-at-least-once/page/7/
Boogie Nights,1997,Paul Thomas Anderson,"['Mark Wahlberg', 'Julianne Moore', 'Burt Reynolds', 'Don Cheadle', 'John C. Reilly', 'William H. Macy', 'Heather Graham', 'Nicole Ari Parker', 'Philip Seymour Hoffman', 'Luis Guzmán', 'Philip Baker Hall', 'Thomas Jane', 'Robert Ridgely', 'Robert Downey Sr.', 'Nina Hartley', 'Melora Walters', 'Alfred Molina', 'Ricky Jay', 'Laurel Holloman', 'Michael Penn', 'Michael Jace', 'Jack Wallace', 'Kai Lennox', 'Jonathan Quint', 'John Doe', 'Joanna Gleason', 'Lawrence Hudd', 'Rico Bueno', 'Samson Barkhordarian', 'Brad Braeden', 'Michael Stein', 'Stanley DeSantis', 'Patricia Forte', 'Jason Andrews', 'Little Cinderella', 'Greg Lauren', 'Tom Dorfmeister', 'Jake Cross', 'Selwyn Emerson Miller', 'Jamielyn Lippman', 'Missy Spell Tanner', 'Raymond Laboriel', 'Jon Brion', 'Brian Kehew', 'Robin Sharp', 'Audrey Wiechman', 'Tim Soronen', 'Alexander D. Slanger', 'Tom Lenk', 'Lexi Leigh', 'Laura Gronewold', 'Vernon Guichard II', 'Tony Tedeschi', 'Leslie Redden', 'Gregory T. Daniel', 'Don Amendolia', 'Summer Cummings', 'Skye Blue', 'Veronica Hart', 'Jack Riley', 'Channon Roe', 'Mike Gunther', 'Michael Raye Smith', 'Michael S. Stencil', 'Dustin Courtney', 'Allan Graf', 'Jose Chaidez', 'B. Philly Johnson', 'Joe G.M. Chan', 'Goliath', 'Israel Juarbe', 'George Anthony Rae', 'Eric Winzenried', 'Sharon Ferrol-Young', 'Anne Fletcher', 'Scott Fowler', 'Melanie A. Gage', 'Eddie Garcia', 'Sebastian La Cause', 'Lance MacDonald', 'Diane Mizota', 'Nathan Prevost', 'Lisa Ratzin', 'Dee Dee Weathers', 'Darrel W. Wright', 'Michael Ballhaus', 'Greg Bronson', 'Grace Bustos', 'Jorga Caye', 'Tyrone D. Dixon', 'Theo Mayes', 'Coleman McClary', 'Jami Philbrick', 'Aaron Stielstra', 'Misty Tamburelli', 'Sean Welch']",4.22,nan,['Drama'],156,['USA'],English,['English'],"['New Line Cinema', 'Lawrence Gordon Productions']",536406,139331,174568,8400,558,1201,892,4819,5494,26462,39772,110235,77216,85510,352159,https://letterboxd.com/film/boogie-nights/,https://letterboxd.com//fcbarcelona/list/movies-everyone-should-watch-at-least-once/page/7/
Coming to America,1988,John Landis,"['Eddie Murphy', 'Arsenio Hall', 'James Earl Jones', 'John Amos', 'Shari Headley', 'Frankie Faison', 'Louie Anderson', 'Eriq La Salle', 'Allison Dean', 'Madge Sinclair', 'Paul Bates', 'Samuel L. Jackson', 'Ralph Bellamy', 'Don Ameche', 'Vanessa Bell Calloway', 'Calvin Lockhart', 'Garcelle Beauvais', 'Cuba Gooding Jr.', 'Birdie M. Hale', 'Vondie Curtis-Hall', 'Clyde Jones', 'Jim Abrahams', 'Feather', 'Stephanie Simon', 'Victoria Dillard', 'Felicia Taylor', 'Midori', 'Sheila Johnson', 'Jake Steinfeld', 'Clint Smith', 'Uncle Ray Murphy', 'Ruben Santiago-Hudson', 'Paulette Banoza', 'Patricia Matthews', 'Mary Bond Davis', 'Carla Earle', 'Karen Owens', 'Sharon Owens', 'Lisa Gumora', 'June Boykins', 'Janette Colon', 'Vanessa Colon', 'Monique Mannen', 'Mindora Mimms', 'Cynthia Finkley', 'David Sosna', 'Arthur Adams', 'Loni Kaye Harkless', 'Montrose Hagins', 'Tonja Rivers', 'Elaine Kagan', 'Michael Tadross', 'Steve White', 'Helen Hanft', 'Leah Aldridge', 'Aurorah Allain', 'Paula Brown', 'Dwayne Chattman', 'Stephanie Clark', 'Robin L. Dimension', 'Shaun Earl', 'Eric L. Ellis', 'Sharon Ferrol-Young', 'Eric D. Henderson', 'Gigi Hunter', 'Debra Johnson', 'Tanya Lynne Lee', 'Jimmy Locust', 'Donna M. Perkins', 'Dionne Rockhold', 'Gina Consuela Rose', 'Randolph Scott', 'Robbin Tasha-Ford', 'Jerald Vincent', 'Eyan Williams', 'Roy Milton Davis', 'Dorian DeMichele', 'Alison Gordy', 'Mary Young', 'Tobe Hooper']",3.53,4,"['Comedy', 'Romance']",117,['USA'],English,['English'],"['Eddie Murphy Productions', 'Paramount']",292210,31235,56626,635,324,1114,1222,5774,8742,34984,38720,40807,8747,11341,151775,https://letterboxd.com/film/coming-to-america/,https://letterboxd.com//fcbarcelona/list/movies-everyone-should-watch-at-least-once/page/7/
Léon: The Professional,1994,Luc Besson,"['Jean Reno', 'Natalie Portman', 'Gary Oldman', 'Danny Aiello', 'Peter Appel', 'Michael Badalucco', 'Ellen Greene', 'Elizabeth Regen', 'Carl J. Matusovich', 'Eric Challier', 'Willi One Blood', 'Don Creech', 'Keith A. Glascoe', 'Jernard Burks', 'Matt De Matt', 'Frank Senger', 'Stuart Rudin', 'Lucius Wyatt Cherokee', 'Maïwenn', 'Luc Bernard', 'Joseph Malerba', 'Adam Busch', 'Jessie Keosian', 'George Martin', 'Alex Dezen', 'Michael Mundra', 'Kent Broadhurst', 'Tommy Hollis', 'Peter Linari', 'Betty Miller', 'Arsène Jiroyan', 'Geoffrey Bateman', 'Peter Vizard', 'David W. Butler', 'Robert LaSardo', 'Steve Gonnelo', 'William James Stiggers Jr.', 'Sonny Zito', 'Randy Pearlstein', 'Jeff McBride', 'Fred Fischer', 'Crystal Blake', 'Cary Wong', 'Mario Todisco', 'Samy Naceri', 'Christophe Gautier', 'Junior Almeida', 'David Gregg', 'Michel Montanary', 'Hervé Husson', 'Didier Legros', 'Marc Andréoni', 'Gilles Kleber', 'Jean-Hugues Anglade', 'Michael Wehrhahn']",4.03,3.5,"['Crime', 'Action', 'Drama']",111,"['USA', 'France']",English,"['English', 'French', 'Italian']","['Gaumont', 'Les Films du Dauphin']",1202598,128728,389804,17000,3118,4782,3386,13398,15500,66550,95465,244915,115857,168648,731619,https://letterboxd.com/film/leon-the-professional/,https://letterboxd.com//fcbarcelona/list/movies-everyone-should-watch-at-least-once/page/7/
Pretty Woman,1990,Garry Marshall,"['Richard Gere', 'Julia Roberts', 'Ralph Bellamy', 'Jason Alexander', 'Laura San Giacomo', 'Alex Hyde-White', 'Amy Yasbeck', 'Elinor Donahue', 'Hector Elizondo', 'Judith Baldwin', 'Jason Randal', 'Bill Applebaum', 'Tracy Bjork', 'Gary Greene', 'Billy Gallo', 'Abdul Salaam El Razzac', 'Hank Azaria', 'Larry Hankin', 'Julie Paris', 'Rhonda Hansome', 'Harvey Keenan', 'Marty Nadler', 'Lynda Goodfriend', 'Reed Anthony', 'Frank Campanella', ""Jackie O'Brien"", 'Cheri Caspari', 'Scott Marshall', 'Patrick Richwood', 'Kathleen Marshall', 'Laurelle Mehus', 'Don Feldstein', 'Marvin Braverman', 'Al Sapienza', 'Jeff Michalski', 'James Patrick Stuart', 'Lloyd T. Williams', 'R. Darrell Hunter', 'James Patrick Dunne', 'Valorie Armstrong', 'Steve Restivo', 'Rodney Kageyama', 'Douglas Stitzel', 'Larry Miller', 'Dey Young', 'Shane Ross', 'Carol Williard', 'Minda Burr', 'Robyn Peterson', 'Mariann Aalda', 'RC Everbeck', 'Michael French', 'Allan Kent', 'Stacy Keach, Sr.', 'Lucinda Crosby', 'Nancy Locke', 'Calvin Remsberg', 'Lloyd Nelson', 'Norman Large', 'Tracy Reiner', 'Tom Nolan', 'John David Carson', 'Daniel Bardol', 'Karin Calabro', 'Bruce Eckstut', 'Amzie Strickland', 'Mychael Bates', 'Gary Bohn', 'Paul Bradley', 'Robert Buckingham', 'Selby Dessner', 'Rio Hackford', 'Robert Liguori', 'Garry Marshall', 'Charles Minsky', 'Blair Richwood', 'Randall Rutledge', 'John Simone']",3.6,nan,"['Romance', 'Comedy']",119,['USA'],English,['English'],"['Touchstone Pictures', 'Silver Screen Partners IV', 'Regency Enterprises', 'Arnon Milchan Productions']",789952,87643,177020,5900,1344,3630,3164,16006,20869,83421,80400,113892,27389,69532,419647,https://letterboxd.com/film/pretty-woman/,https://letterboxd.com//fcbarcelona/list/movies-everyone-should-watch-at-least-once/page/7/
Blood Diamond,2006,Edward Zwick,"['Leonardo DiCaprio', 'Djimon Hounsou', 'Jennifer Connelly', 'Kagiso Kuypers', 'Arnold Vosloo', 'Antony Coleman', 'Benu Mabhena', 'Anointing Lukola', 'David Harewood', 'Basil Wallace', 'Jimi Mistry', 'Michael Sheen', 'Marius Weyers', 'Stephen Collins', 'Ntare Guma Mbaho Mwine', 'Ato Essandoh', 'David S. Lee', 'Percy Matsemela', 'Klemens Becker', 'Grant Swanby', ""Adetokumboh M'Cormack"", 'Tyrone Keogh', 'Mduduzi Mabaso', 'Nathaniel Ramabulana', 'Zenzo Ngqobe', 'Vanessa Haywood']",3.68,4,"['Action', 'Thriller', 'Drama']",143,"['Germany', 'USA']",English,"['English', 'Afrikaans']","['Virtual Studios', 'Spring Creek Pictures', 'Bedford Falls Productions', 'Initial Entertainment Group', 'Lonely Film Productions GmbH & Co. KG.', 'Warner Bros. Pictures', 'Liberty Pictures']",359843,29188,58158,595,294,938,1085,5804,9263,36347,49089,62890,15514,12622,193846,https://letterboxd.com/film/blood-diamond/,https://letterboxd.com//fcbarcelona/list/movies-everyone-should-watch-at-least-once/page/7/
Green Book,2018,Peter Farrelly,"['Viggo Mortensen', 'Mahershala Ali', 'Linda Cardellini', 'Sebastian Maniscalco', 'Dimiter D. Marinov', 'P.J. Byrne', 'Mike Hatton', 'Joe Cortese', 'Maggie Nixon', 'Von Lewis', 'Jon Sortland', 'Don Stark', 'Anthony Mangano', 'Paul Sloan', 'Quinn Duffy', 'Seth Hurwitz', 'Hudson Galloway', 'Gavin Foley', 'Rodolfo Vallelonga', 'Louis Venere', 'Frank Vallelonga', 'Don DiPetta', 'Jenna Laurenzo', 'Suehyla El-Attar', 'Kenneth Israel', 'Derrick Spears', 'Johnny Williams', 'Randal Gonzalez', 'Iqbal Theba', 'Sharon Landry', 'Nick Vallelonga', 'David An', 'Mike Cerrone', 'Peter Gabb', 'Gertrud Sigle', 'Geraldine Singer', 'Ron Flagge', 'Martin Bats Bradford', 'Ted Huckabee', 'Gralen Bryant Banks', 'Sam Malone', 'Floyd Miles', 'David Kallaway', 'James W. Evermore', 'Harrison Stone', 'Ricky Muse', 'Tom Virtue', 'Christina Simpkins', 'Kermit Burns III', 'Lindsay Brice', 'Shane Partlow', 'Daniel Greene', 'Brian Distance', 'Craig DiFrancia', 'Dennis W. Hall', 'Leslie Castay', 'David Simpson', 'Jim Klock', 'Billy Breed', 'Dane Rhodes', 'Brian Stepanek', 'Jon Michael Davis', 'Montrel Miller', 'Ninja N. Devoe', 'Brian Hayes Currie']",3.69,4,"['Drama', 'History']",130,['USA'],English,"['English', 'Italian', 'Russian']","['Participant', 'DreamWorks Pictures', 'Cinetic Media', 'Innisfree Pictures', 'Amblin Partners', 'Mandate International']",770480,90809,195566,3800,3194,6686,5844,21560,24591,71403,84264,154329,62156,73905,507932,https://letterboxd.com/film/green-book/,https://letterboxd.com//fcbarcelona/list/movies-everyone-should-watch-at-least-once/page/7/
(500) Days of Summer,2009,Marc Webb,"['Joseph Gordon-Levitt', 'Zooey Deschanel', 'Geoffrey Arend', 'Chloë Grace Moretz', 'Matthew Gray Gubler', 'Clark Gregg', 'Patricia Belcher', 'Rachel Boston', 'Minka Kelly', 'Charles Walker', 'Ian Reed Kesler', 'Darryl Alan Reed', 'Valente Rodriguez', 'Yvette Nicole Brown', 'Nicole Vicius', 'Natalie Boren', 'Maile Flanagan', 'Darryl Sivad', 'Gregory A. Thompson', 'Michael Bodie', 'John Mackie', 'Jacob Stroop', 'Kevin Michael', 'Sid Wilner', 'Richard McGonagle', 'Jean-Paul Vignon', 'Bryan Anthony', 'Sybil Azur', 'Cheryl Baxter', 'Gus Carr', 'John R. Corella', 'Nadine Ellis', 'Alejandro Estornel', 'Nathaniel Flatt', 'Reshma Gajjar', 'Tiffany Granath', 'Jennifer Hamilton', 'Brandon Henschel', 'Michael Higgins', 'Kenneth Hughes', 'Alexandra Nicole Hulme', 'John Jacquet Jr.', 'Jennifer Lee Keyes', 'Tim Lacatena', 'Rebecca Lin', 'Gelsey Weiss', 'Katie Malia', 'Anthony Marciona', 'Christopher Martinez', 'Vivian Nixon', 'Tracy Phillips', 'Nathan Prevost', 'Jamie Shea', 'Ryan Thomas', 'Christian Vincent', 'Jull Weber', 'Adam Emery', 'Olivia Howard Bagg', 'Chris Connell', 'Samantha Krutzfeldt', 'Jason Robinson', 'Kathryn Weisbeck', 'Eileen Álvarez', 'Jennifer Hetrick', 'Pleasant Wayne']",3.65,3.5,"['Romance', 'Comedy', 'Drama']",95,['USA'],English,"['English', 'French', 'Swedish']","['Fox Searchlight Pictures', 'Watermark Pictures', 'Dune Entertainment III']",1638630,162660,478047,21000,4869,12271,7741,40204,42190,176096,183342,301083,89014,148887,1005697,https://letterboxd.com/film/500-days-of-summer/,https://letterboxd.com//fcbarcelona/list/movies-everyone-should-watch-at-least-once/page/7/
Blue Velvet,1986,David Lynch,"['Kyle MacLachlan', 'Isabella Rossellini', 'Laura Dern', 'Dennis Hopper', 'Hope Lange', 'Dean Stockwell', 'George Dickerson', 'Priscilla Pointer', 'Frances Bay', 'Jack Harvey', 'Ken Stovitz', 'Brad Dourif', 'Jack Nance', 'J. Michael Hunter', 'Dick Green', 'Fred Pickler', 'Philip Markert', 'Leonard Watkins', 'Moses Gibson', 'Selden Smith', 'Peter Carew', 'Jon Jon Snipes', 'Angelo Badalamenti', 'Jean-Pierre Viale', 'Donald Moore', 'A. Michelle Depland', 'Michelle Sasser', 'Katie Reid']",4.1,nan,"['Thriller', 'Crime', 'Mystery', 'Drama']",120,['USA'],English,['English'],['DEG'],532366,153076,174124,9300,895,2189,1541,6831,7812,31201,45169,108130,60552,78235,342555,https://letterboxd.com/film/blue-velvet/,https://letterboxd.com//fcbarcelona/list/movies-everyone-should-watch-at-least-once/page/7/
Sunset Boulevard,1950,Billy Wilder,"['William Holden', 'Gloria Swanson', 'Erich von Stroheim', 'Nancy Olson', 'Fred Clark', 'Lloyd Gough', 'Jack Webb', 'Franklyn Farnum', 'Larry J. Blake', 'Charles Dayton', 'Cecil B. DeMille', 'Hedda Hopper', 'Buster Keaton', 'Anna Q. Nilsson', 'H.B. Warner', 'Ray Evans', 'Jay Livingston', 'Fred Aldrich', 'Joel Allen', 'Gertrude Astor', 'Anne Bauchens', 'Edward Biby', 'Danny Borzage', 'Ken Christy', 'Ruth Clifford', 'John Cortay', 'Archie R. Dalzell', 'Eddie Dew', 'Julia Faye', 'Al Ferguson', 'Gerry Ganzer', 'Rudy Germane', 'Kenneth Gibson', 'Creighton Hale', 'Chuck Hamilton', 'Len Hendry', 'E. Mason Hopper', 'Stan Johnson', 'Tiny Jones', 'Howard Joslin', 'Arthur Lane', 'Perc Launders', 'William Meader', 'Gertrude Messinger', 'Harold Miller', 'Howard Negley', 'John ""Skins"" Miller', 'Lee Miller', 'Ralph Montgomery', 'Bert Moorhouse', 'Jay Morley', 'Eva Novak', ""Frank O'Connor"", ""Robert Emmett O'Connor"", 'Jack Perrin', 'Sidney Skolsky', 'Emmett Smith', 'Archie Twitchell', 'Yvette Vickers', 'Edward Wahrman', 'Henry Wilcoxon', 'Peter Drynan', 'Sanford E. Greenwald', 'James Hawley', 'Alan Marston', 'Bernice Mosk', 'Virginia L. Randolph', 'Bill Sheehan', 'Roy Thompson', 'Jack Warden', 'Finn Zirzow']",4.44,nan,['Drama'],110,['USA'],English,['English'],['Paramount'],304282,121943,107462,5200,132,257,254,1341,1826,9373,16143,51583,42931,71859,195699,https://letterboxd.com/film/sunset-boulevard/,https://letterboxd.com//fcbarcelona/list/movies-everyone-should-watch-at-least-once/page/7/
Little Women,2019,Greta Gerwig,"['Saoirse Ronan', 'Florence Pugh', 'Emma Watson', 'Eliza Scanlen', 'Laura Dern', 'Timothée Chalamet', 'Meryl Streep', 'Tracy Letts', 'Bob Odenkirk', 'James Norton', 'Louis Garrel', 'Jayne Houdyshell', 'Chris Cooper', 'Rafael Silva', 'Mason Alban', 'Emily Edström', 'Maryann Plunkett', 'Hadley Robinson', 'Lonnie Farmer', 'Charlotte Kinder', 'Ana Cruz Kayne', 'Edgar Damatian', 'Erin Rose', 'Lizzie Short', 'Dash Barber', 'Edward Fletcher', 'Sasha Frolova', 'David J. Curtis', 'Abby Quinn', 'Harper Pilat', 'Eowyn Young', 'Lucy Austin', 'Bill Mootos', 'Lewis D. Wheeler', 'Jen Nikolaisen', 'Jonathon Acorn', 'Lilly Englert', 'J.M. Davis', 'Tom Kemp', 'Anthony Estrella', 'Adrianne Krstansky', 'Sophia Gialloreto', 'Lily Gavin', 'Finola Weller Baldet', 'Flannery Gregg', 'Tony Tucker', 'Joanne Caidor', 'Rosario Guillen', 'Lily Peterson', 'Jared Reinfeldt', 'Amber Rothberg']",4.14,nan,"['Romance', 'Drama']",135,['USA'],English,"['English', 'French']","['Columbia Pictures', 'Regency Enterprises', 'Pascal Pictures']",1861120,327781,830644,86000,1772,5285,3320,21383,20235,117397,122777,362039,182225,464322,1300755,https://letterboxd.com/film/little-women-2019/,https://letterboxd.com//fcbarcelona/list/movies-everyone-should-watch-at-least-once/page/7/
